symbol,name,currency,exchange,mic_code,country,type,figi_code
CLMB,"Climb Global Solutions, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG000BCJZ93
CLMT,Calumet Specialty Products Partners LP,USD,NASDAQ,XNGS,United States,Limited Partnership,BBG01NQ83DQ2
CLNE,Clean Energy Fuels Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000J5JNM2
CLNN,Clene Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00YQ7WF48
CLNNW,Clene Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00YQ7WGZ2
CLOA,BLACKROCK AAA CLO ETF,USD,NASDAQ,XNMS,United States,Common Stock,BBG01C8314Y0
CLOE,Clover Leaf Capital Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00ZYZ1LM5
CLOER,Clover Leaf Capital Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG012FF6FH6
CLOEU,Clover Leaf Capital Corp.,USD,NASDAQ,XNCM,United States,Unit,BBG00ZXZVRH6
CLOV,"Clover Health Investments, Corp.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00V77XS19
CLPS,CLPS Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00KG60Y36
CLPT,ClearPoint Neuro Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000Q39P27
CLRB,Cellectar Biosciences Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000G9YSP6
CLRC,ClimateRock,USD,NASDAQ,XNMS,United States,Common Stock,BBG0161K41D8
CLRCR,ClimateRock,USD,NASDAQ,XNMS,United States,Common Stock,BBG017XHT7Z4
CLRCU,ClimateRock,USD,NASDAQ,XNMS,United States,Common Stock,BBG0161K3D89
CLRCW,ClimateRock,USD,NASDAQ,XNGS,United States,Common Stock,
CLRO,ClearOne Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000F7Y410
CLSD,Clearside Biomedical Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00BVBW0S0
CLSK,Cleanspark Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG001MB8B69
CLSN,Celsion Corp,USD,NASDAQ,XNCM,United States,Common Stock,
CLST,"Catalyst Bancorp, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00ZMYKXJ8
CLVR,Clever Leaves Holdings Inc.,USD,NASDAQ,XNCM,United States,Common Stock,
CLWT,Euro Tech Holdings Co Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG000C2TDF5
CMAX,"CareMax, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00XD2XHR5
CMAXW,"CareMax, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00XD2Y9D7
CMBM,Cambium Networks Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG00P9KJBG8
CMCA,Capitalworks Emerging Markets Acquisition Corp,USD,NASDAQ,XNMS,United States,Common Stock,
CMCO,Columbus McKinnon Corp-NY,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BCX753
CMCSA,Comcast Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BFTG15
CMCT,CIM Commercial Trust Corp,USD,NASDAQ,XNMS,United States,REIT,BBG000BN7VR1
CME,CME Group Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BHMC53
CMLS,Cumulus Media Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00L2X8XW2
CMMB,Chemomab Therapeutics Ltd.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00N0PMGX7
CMND,"Caleminder, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG01237P3Q3
CMPO,"CompoSecure, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG00Y7B5L74
CMPOW,"CompoSecure, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG00Y7BS3X0
CMPR,Cimpress NV,USD,NASDAQ,XNGS,United States,Common Stock,BBG00R0TNGZ7
CMPS,COMPASS Pathways plc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00X0VY368
CMPX,Compass Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00XXXKRC3
CMRX,Chimerix Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00475SKZ9
CMTL,Comtech Telecommunications Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BFWN89
CNCE,Concert Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock,
CNDT,Conduent Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00C1BZND4
CNET,ChinaNet Online Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000KBGHY0
CNEY,CN Energy Group. Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00VVV3781
CNFR,Conifer Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG009K1F080
CNFRZ,"Conifer Holdings, Inc. - 9.75% Senior Unsecured Notes due 2028",USD,NASDAQ,XNMS,United States,Preferred Stock,
CNOB,ConnectOne Bancorp Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BD2PK8
CNOBP,"ConnectOne Bancorp, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,
CNSL,Consolidated Communications Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000B9Z3X6
CNSP,CNS Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00PM24TD3
CNTA,Centessa Pharmaceuticals Limited,USD,NASDAQ,XNGS,United States,Common Stock,BBG01081FD75
CNTB,Connect Biopharma Holdings Limited,USD,NASDAQ,XNMS,United States,Common Stock,BBG00ZGYNJB1
CNTG,Centogene NV,USD,NASDAQ,XNMS,United States,Common Stock,
CNTM,"ConnectM Technology Solutions, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG01710KYD0
CNTQ,Chardan NexTech Acquisition 2 Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
CNTX,Context Therapeutics Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG011YW6HN9
CNTY,Century Casinos Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BMY4F6
CNVS,Cinedigm Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BRSXT3
CNXA,Connexa Sports Technologies Inc.,USD,NASDAQ,XNCM,United States,Common Stock,
CNXC,Concentrix Corporation,USD,NASDAQ,XNGS,United States,Common Stock,BBG00Y61NXR9
CNXN,PC Connection Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BX7FW8
COCH,"Envoy Medical, Inc. - Class A Common Stock",USD,NASDAQ,XNCM,United States,Common Stock,BBG00Z913V44
COCHW,"Envoy Medical, Inc. - Warrant",USD,NASDAQ,XNGS,United States,Warrant,
COCO,"The Vita Coco Company, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG012QFVT40
COCP,Cocrystal Pharma Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000V27841
CODA,Coda Octopus Group Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000C3PGJ6
CODX,Co-Diagnostics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00GLTQNR9
COEP,"Coeptis Therapeutics Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00YJKQ1S9
COEPW,"Coeptis Therapeutics Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,
COFS,ChoiceOne Financial Services Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000LLV0C1
COGT,"Cogent Biosciences, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00K7T3BK4
COHU,Cohu Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000DKMTR3
COIN,"Coinbase Global, Inc. Class A Common Stock",USD,NASDAQ,XNGS,United States,Common Stock,BBG00ZGF7J39
COKE,Coca-Cola Consolidated Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BG2259
COLB,Columbia Banking System Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000CTH780
COLL,Collegium Pharmaceutical Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG008G2NTG4
COLM,Columbia Sportswear Co,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BKL160
COMM,CommScope Holding Co Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG004XQW3W0
COMS,ComSovereign Holding Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
COMSP,ComSovereign Holding Corp. - 9.,USD,NASDAQ,XNCM,United States,Preferred Stock,
CONN,Conn's Inc,USD,NASDAQ,XNGS,United States,Common Stock,
COO,Cooper Cos Inc-The,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BG3DT8
COOL,Corner Growth Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
COOLU,Corner Growth Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
COOLW,Corner Growth Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
COOP,Mr Cooper Group Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG002V098S3
COOT,Australian Oilseeds Holdings Limited,USD,NASDAQ,XNMS,United States,Common Stock,BBG01M462HT1
COOTW,Australian Oilseeds Holdings Limited Warrant,USD,NASDAQ,XNMS,United States,Common Stock,BBG01M463N44
COPP,Sprott Copper Miners ETF,USD,NASDAQ,XNMS,United States,Common Stock,BBG01LS43XN2
CORT,Corcept Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BKJN74
CORZZ,"Core Scientific, Inc. Tranche 2 Warrants",USD,NASDAQ,XNGS,United States,Common Stock,BBG01L5JY5M2
COSM,Cosmos Holdings Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG000QXZL03
COST,Costco Wholesale Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000F6HLL1
COVA,COVA Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,
COWG,Pacer US Large Cap Cash Cows Growth Leaders ETF,USD,NASDAQ,XNMS,United States,Common Stock,BBG01C3RRLC0
COYA,"Coya Therapeutics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG01BWRLBB9
CPAAW,Conyers Park III Acquisition Corp. - Warrants,USD,NASDAQ,XNGS,United States,Warrant,
CPB,Campbell Soup Co,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BG4JR6
CPBI,"Central Plains Bancshares, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG01JRQ0027
CPHC,Canterbury Park Holding Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG00CSK98B9
CPIX,Cumberland Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000R93SB3
CPLP,Capital Product Partners LP,USD,NASDAQ,XNGS,United States,Limited Partnership,BBG000PR3BZ6
CPOP,"Pop Culture Group Co., Ltd",USD,NASDAQ,XNCM,United States,Common Stock,BBG00ZHRXV18
CPRT,Copart Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BMB210
CPRX,Catalyst Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000GZFNV3
CPSH,CPS Technologies Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BG6TF5
CPSI,Computer Programs & Systems Inc,USD,NASDAQ,XNGS,United States,Common Stock,
CPSS,Consumer Portfolio Services Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BGHL79
CPTN,"Cepton, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00ZQZR961
CPTNW,"Cepton, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,
CPZ,Calamos Long-Short Equity & Dynamic Income Trust,USD,NASDAQ,XNGS,United States,Common Stock,BBG00PWZGZS6
CRAI,CRA International Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C1MCQ4
CRBP,Corbus Pharmaceuticals Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG0078PJM01
CRBU,"Caribou Biosciences, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG011P2Z8L5
CRCT,"Cricut, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00Z92R0D4
CRDF,"Cardiff Oncology, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000PXLNY8
CRDL,Cardiol Therapeutics Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00N2N83F5
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,USD,NASDAQ,XNGS,United States,Common Stock,BBG014CB6KT0
CREG,China Recycling Energy Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BSP9P1
CRESW,"Cresud Sociedad Anónima Comercial, Inmobiliaria, Financiera y Agropecuaria",USD,NASDAQ,XNCM,United States,Common Stock,BBG011KG7VB0
CRESY,Cresud SACIF y A,USD,NASDAQ,XNGS,United States,Depositary Receipt,BBG000J4P6C6
CREV,Carbon Revolution Public Limited Company,USD,NASDAQ,XNMS,United States,Common Stock,BBG01JXGGQS0
CREVW,Carbon Revolution Public Limited Company,USD,NASDAQ,XNCM,United States,Common Stock,BBG01JXGYJP9
CREX,Creative Realities Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000KP6G90
CRGO,Gesher I Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG01DCD0L74
CRGOW,Freightos Limited Warrants,USD,NASDAQ,XNMS,United States,Common Stock,
CRGX,"CARGO Therapeutics, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG01JVS8HR6
CRIS,Curis Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000C1GZR9
CRKN,Crown ElectroKinetics Corp.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00Q6KRHT3
CRMD,CorMedix Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000Q4BSC5
CRML,Critical Metals Corp.,USD,NASDAQ,XNMS,United States,Common Stock,BBG01GXSS291
CRMLW,Critical Metals Corp.,USD,NASDAQ,XNMS,United States,Common Stock,
CRMT,America's Car-Mart Inc-TX,USD,NASDAQ,XNGS,United States,Common Stock,BBG000CM7ZL9
CRNC,Cerence Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00Q38SPY8
CRNT,Ceragon Networks Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG000D0STG3
CRNX,Crinetics Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00L91XQR8
CRON,Cronos Group Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00D1PMSG1
CROX,Crocs Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BLYJ29
CRSP,CRISPR Therapeutics AG,USD,NASDAQ,XNMS,United States,Common Stock,BBG00DZGL067
CRSR,Corsair Gaming Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00WWF7761
CRTD,Creatd Inc.,USD,NASDAQ,XNCM,United States,Common Stock,
CRTO,Criteo SA,USD,NASDAQ,XNGS,United States,Depositary Receipt,BBG005938PW3
CRUS,Cirrus Logic Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C1DS52
CRVL,CorVel Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000CVM930
CRVO,Cervomed Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000N6JRR1
CRVS,Corvus Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00BT7PKT5
CRWD,Crowdstrike Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00P4Y2WY5
CRWS,Crown Crafts Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000HHJK35
CRZNW,Corazon Capital V838 Monoceros ,USD,NASDAQ,XNMS,United States,Common Stock,
CSBR,Champions Oncology Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BYGW04
CSCI,Cosciens Biopharma Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000LZRTG8
CSCO,Cisco Systems Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000C3JBN9
CSGP,CoStar Group Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000D7KY11
CSGS,CSG Systems International Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000G3W483
CSIQ,Canadian Solar Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000K1JMX9
CSLM,"Consilium Acquisition Corp I, Ltd.",USD,NASDAQ,XNCM,United States,Common Stock,BBG0140F6B69
CSLMR,"Consilium Acquisition Corp I, Ltd.",USD,NASDAQ,XNMS,United States,Common Stock,
CSLMU,Consilium Acquisition Corp I Ltd,USD,NASDAQ,XNCM,United States,Unit,BBG0140F61Z9
CSLMW,"Consilium Acquisition Corp I, Ltd.",USD,NASDAQ,XNMS,United States,Common Stock,
CSLR,Complete Solaria Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00ZCW2DR8
CSLRW,"Complete Solaria, Inc. - Warrant",USD,NASDAQ,XNGS,United States,Warrant,
CSPI,CSP Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG000BGHDG7
CSSE,Chicken Soup For The Soul Entertainment Inc,USD,NASDAQ,XNMS,United States,Common Stock,
CSSEL,"Chicken Soup for the Soul Entertainment, Inc.",USD,NASDAQ,XNMS,United States,Common Stock,BBG0195954L7
CSSEN,Chicken Soup for the Soul Enter,USD,NASDAQ,XNMS,United States,Common Stock,
CSSEP,Chicken Soup For The Soul Entertainment Inc,USD,NASDAQ,XNMS,United States,Preferred Stock,
CSTE,Caesarstone Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG002NJVNB1
CSTL,Castle Biosciences Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00PKS73L3
CSWC,Capital Southwest Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BGJJK7
CSWCZ,Capital Southwest Corporation - 7.75% Notes due 2028,USD,NASDAQ,XNGS,United States,Preferred Stock,
CSWI,CSW Industrials Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG007NLG576
CSX,CSX Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BGK1N1
CTACU,ChaSerg Technology Acquisition Corp,USD,NASDAQ,XNCM,United States,Unit,
CTAS,Cintas Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000H40GL3
CTBI,Community Trust Bancorp Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000F4LJ81
CTCX,Carmell Therapeutics Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG00ZMZ3SM1
CTCXW,Carmell Therapeutics Corporation - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
CTHR,Charles & Colvard Ltd,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BW09N1
CTIB,Yunhong CTI Ltd.,USD,NASDAQ,XNCM,United States,Common Stock,
CTKB,"Cytek Biosciences, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG011PFLFZ0
CTLP,"Cantaloupe, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG000H83Q39
CTMX,CytomX Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG009XQWFM3
CTNM,"Contineum Therapeutics, Inc. Class A Common Stock",USD,NASDAQ,XNGS,United States,Common Stock,BBG01M27SW92
CTNT,Cheetah Net Supply Chain Service Inc. - Class A Common Stock,USD,NASDAQ,XNCM,United States,Common Stock,BBG01G66JPB5
CTOR,"Citius Oncology, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG01163HL99
CTRM,Castor Maritime Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00N9MMHB7
CTRN,Citi Trends Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BRM5Q3
CTSH,Cognizant Technology Solutions Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BBF443
CTSO,CytoSorbents Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000C3PDP6
CTXR,Citius Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG001QQH306
CUB,Cubic Corp,USD,NASDAQ,XNMS,United States,Common Stock,BBG01P63K7D8
CUBWU,Lionheart Holdings Unit,USD,NASDAQ,XNMS,United States,Common Stock,BBG01N2SRWR5
CUBWW,Lionheart Holdings,USD,NASDAQ,XNMS,United States,Common Stock,BBG01P63XPL5
CUE,Cue Biopharma Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00HT45L91
CUEN,Cuentas Inc.,USD,NASDAQ,XNCM,United States,Common Stock,
CUENW,Cuentas Inc.,USD,NASDAQ,XNCM,United States,Common Stock,
CURI,CuriosityStream Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00R9J5DB3
CURIW,CuriosityStream Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00R9J7WS1
CUTR,Cutera Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BBS4N8
CVAC,CureVac NV,USD,NASDAQ,XNMS,United States,Common Stock,BBG00W9LXXQ6
CVBF,CVB Financial Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG000JTYS97
CVCO,Cavco Industries Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000K4Y7N0
CVGI,Commercial Vehicle Group Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000PZ1609
CVGW,Calavo Growers Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BGPZX0
CVII,Churchill Capital Corp VII,USD,NASDAQ,XNMS,United States,Common Stock,BBG00ZSCTRT3
CVIIU,Churchill Capital Corp VII Units,USD,NASDAQ,XNMS,United States,Common Stock,BBG00YV0ZSM6
CVIIW,Churchill Capital Corp VII Warrants,USD,NASDAQ,XNMS,United States,Common Stock,BBG00ZSDMJ52
CVKD,"Cadrenal Therapeutics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG019STRW96
CVLT,CommVault Systems Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BG8N20
CVRX,"CVRx, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG011BQ8T86
CVV,CVD Equipment Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000DVVZ40
CWBC,Community West Bancshares,USD,NASDAQ,XNCM,United States,Common Stock,BBG000MZZXF0
CWBR,Cohbar Inc,USD,NASDAQ,XNCM,United States,Common Stock,
CWCO,Consolidated Water Co Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG000K8R7C1
CWD,CaliberCos Inc. - Class A Common Stock,USD,NASDAQ,XNCM,United States,Common Stock,BBG019WPQGX8
CWST,Casella Waste Systems Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BT0TV5
CXAI,Cxapp Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00Z49NKX2
CXAIW,CXApp Inc. - Warrant,USD,NASDAQ,XNGS,United States,Warrant,
CXDO,"Crexendo, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000GPF2J5
CYAN,Cyanotech Corp,USD,NASDAQ,XNCM,United States,Common Stock,
CYBR,CyberArk Software Ltd,USD,NASDAQ,XNGS,United States,Common Stock,BBG006Q52SY5
CYCC,Cyclacel Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000CT42S3
CYCCP,Cyclacel Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Preferred Stock,
CYCN,Cyclerion Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG00KXXHYR4
CYN,CYNGN Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG012DSJBX7
CYRX,CryoPort Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG000PNV239
CYTH,"Cyclo Therapeutics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000LYSNQ2
CYTHW,"Cyclo Therapeutics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG00YGCSYQ8
CYTK,Cytokinetics Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000F0TJX3
CYTO,Altamira Therapeutics Ltd.,USD,NASDAQ,XNCM,United States,Common Stock,BBG006R5ZM71
CZFS,"Citizens Financial Services, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000BRX7Y8
CZNC,Citizens & Northern Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BRWGT5
CZR,Caesars Entertainment Corp,USD,NASDAQ,XNGS,United States,Common Stock,BBG0074Q3P58
CZWI,Citizens Community Bancorp Inc-WI,USD,NASDAQ,XNMS,United States,Common Stock,BBG000NFLJ78
DADA,Dada Nexus Ltd,USD,NASDAQ,XNGS,United States,American Depositary Receipt,BBG00TSYD8Y2
DAIO,Data I-O Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BGX0M0
DAKT,Daktronics Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BMCJS3
DALN,DallasNews Corporation,USD,NASDAQ,XNCM,United States,Common Stock,BBG000TGPPC6
DARE,Dare Bioscience Inc,USD,NASDAQ,XNCM,United States,Common Stock,BBG0066H9GN2
DASH,"DoorDash, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG00S1N9N06
DATS,"DatChat, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG01212VPP1
DATSW,"DatChat, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG012490K50
DAVE,Famous Dave's of America Inc,USD,NASDAQ,XNMS,United States,Common Stock,BBG00Z483VY1
DAVEW,Dave Inc.,USD,NASDAQ,XNMS,United States,Common Stock,BBG00Z48GTP2
DAWN,"Day One Biopharmaceuticals, Inc.",USD,NASDAQ,XNGS,United States,Common Stock,BBG010S6B0T0
DBGI,"Digital Brands Group, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG01016J0N7
DBGIW,"Digital Brands Group, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG0112KDZC4
DBVT,DBV Technologies SA,USD,NASDAQ,XNCM,United States,Depositary Receipt,BBG0076D3TG5
DBX,Dropbox Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00K62P1P7
DCAP,Unity Wealth Partners Dynamic Capital Appreciation & Options ETF,USD,NASDAQ,XNMS,United States,Common Stock,BBG01NY15G07
DCBO,Docebo Inc.,USD,NASDAQ,XNGS,United States,Common Stock,BBG00QLDXTK8
DCFC,Tritium DCFC Limited,USD,NASDAQ,XNMS,United States,Common Stock,
DCFCW,Tritium DCFC Limited,USD,NASDAQ,XNMS,United States,Common Stock,
DCGO,DocGo Inc.,USD,NASDAQ,XNCM,United States,Common Stock,BBG00YHLH635
DCOM,Dime Community Bancshares Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG000BGDDR9
DCOMG,"Dime Community Bancshares, Inc.",USD,NASDAQ,XNMS,United States,Exchange-Traded Note,
DCOMP,Dime Community Bancshares Inc,USD,NASDAQ,XNGS,United States,Preferred Stock,
DCTH,"Delcath Systems, Inc.",USD,NASDAQ,XNCM,United States,Common Stock,BBG000BY30D4
DDI,DoubleDown Interactive Co Ltd,USD,NASDAQ,XNGS,United States,American Depositary Receipt,BBG00V782YG2
DDOG,Datadog Inc,USD,NASDAQ,XNGS,United States,Common Stock,BBG00Q3HXSK1
DECA,Denali Capital Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock,BBG015Q8ZVP7
DECAU,Denali Capital Acquisition Corp,USD,NASDAQ,XNMS,United States,Unit,BBG015Q8SJF3
DECAW,Denali Capital Acquisition Corp.,USD,NASDAQ,XNGS,United States,Common Stock,
DENN,Denny's Corp,USD,NASDAQ,XNCM,United States,Common Stock,BBG000BC0G77
